timestamp,sensor_id,value,reason
2025-08-22 02:44:00+00:00,TEMP-01,65.97,"Value 65.97 is outside range [64.40, 65.77]"
2025-08-22 02:45:00+00:00,TEMP-01,66.41,"Value 66.41 is outside range [64.40, 65.77]"
2025-08-22 02:46:00+00:00,TEMP-01,66.29,"Value 66.29 is outside range [64.40, 65.77]"
2025-08-22 02:47:00+00:00,TEMP-01,66.2,"Value 66.20 is outside range [64.40, 65.77]"
2025-08-22 02:48:00+00:00,TEMP-01,66.36,"Value 66.36 is outside range [64.40, 65.77]"
2025-08-22 02:49:00+00:00,TEMP-01,66.22,"Value 66.22 is outside range [64.40, 65.77]"
2025-08-22 02:50:00+00:00,TEMP-01,66.23,"Value 66.23 is outside range [64.40, 65.77]"
2025-08-22 02:51:00+00:00,TEMP-01,66.73,"Value 66.73 is outside range [64.40, 65.77]"
2025-08-22 02:52:00+00:00,TEMP-01,66.44,"Value 66.44 is outside range [64.40, 65.77]"
2025-08-22 02:53:00+00:00,TEMP-01,66.05,"Value 66.05 is outside range [64.40, 65.77]"
2025-08-22 02:54:00+00:00,TEMP-01,66.6,"Value 66.60 is outside range [64.40, 65.77]"
2025-08-22 02:55:00+00:00,TEMP-01,66.42,"Value 66.42 is outside range [64.40, 65.77]"
2025-08-22 02:56:00+00:00,TEMP-01,66.75,"Value 66.75 is outside range [64.40, 65.77]"
2025-08-22 02:57:00+00:00,TEMP-01,66.66,"Value 66.66 is outside range [64.40, 65.77]"
2025-08-22 02:58:00+00:00,TEMP-01,66.45,"Value 66.45 is outside range [64.40, 65.77]"
2025-08-22 02:59:00+00:00,TEMP-01,66.53,"Value 66.53 is outside range [64.40, 65.77]"
2025-08-22 03:00:00+00:00,TEMP-01,66.62,"Value 66.62 is outside range [64.40, 65.77]"
2025-08-22 03:01:00+00:00,TEMP-01,66.56,"Value 66.56 is outside range [64.40, 65.77]"
2025-08-22 03:02:00+00:00,TEMP-01,66.66,"Value 66.66 is outside range [64.40, 65.77]"
2025-08-22 03:03:00+00:00,TEMP-01,66.95,"Value 66.95 is outside range [64.40, 65.77]"
2025-08-22 03:04:00+00:00,TEMP-01,66.58,"Value 66.58 is outside range [64.40, 65.77]"
2025-08-22 03:05:00+00:00,TEMP-01,66.71,"Value 66.71 is outside range [64.40, 65.77]"
2025-08-22 03:06:00+00:00,TEMP-01,66.64,"Value 66.64 is outside range [64.40, 65.77]"
2025-08-22 03:07:00+00:00,TEMP-01,66.56,"Value 66.56 is outside range [64.40, 65.77]"
2025-08-22 03:08:00+00:00,TEMP-01,66.29,"Value 66.29 is outside range [64.40, 65.77]"
2025-08-22 03:09:00+00:00,TEMP-01,66.88,"Value 66.88 is outside range [64.40, 65.77]"
2025-08-22 03:10:00+00:00,TEMP-01,66.3,"Value 66.30 is outside range [64.40, 65.77]"
2025-08-22 03:11:00+00:00,TEMP-01,66.62,"Value 66.62 is outside range [64.40, 65.77]"
2025-08-22 03:12:00+00:00,TEMP-01,66.56,"Value 66.56 is outside range [64.40, 65.77]"
2025-08-22 03:13:00+00:00,TEMP-01,66.65,"Value 66.65 is outside range [64.40, 65.77]"
2025-08-22 03:14:00+00:00,TEMP-01,66.69,"Value 66.69 is outside range [64.40, 65.77]"
2025-08-22 03:15:00+00:00,TEMP-01,66.76,"Value 66.76 is outside range [64.40, 65.77]"
2025-08-22 03:16:00+00:00,TEMP-01,66.77,"Value 66.77 is outside range [64.40, 65.77]"
2025-08-22 03:17:00+00:00,TEMP-01,66.63,"Value 66.63 is outside range [64.40, 65.77]"
2025-08-22 03:18:00+00:00,TEMP-01,66.59,"Value 66.59 is outside range [64.40, 65.77]"
2025-08-22 03:19:00+00:00,TEMP-01,66.7,"Value 66.70 is outside range [64.40, 65.77]"
2025-08-22 03:20:00+00:00,TEMP-01,66.81,"Value 66.81 is outside range [64.40, 65.77]"
2025-08-22 03:21:00+00:00,TEMP-01,66.55,"Value 66.55 is outside range [64.40, 65.77]"
2025-08-22 03:22:00+00:00,TEMP-01,66.89,"Value 66.89 is outside range [64.40, 65.77]"
2025-08-22 03:23:00+00:00,TEMP-01,66.72,"Value 66.72 is outside range [64.40, 65.77]"
2025-08-22 03:24:00+00:00,TEMP-01,67.03,"Value 67.03 is outside range [64.40, 65.77]"
2025-08-22 03:25:00+00:00,TEMP-01,67.05,"Value 67.05 is outside range [64.40, 65.77]"
2025-08-22 03:26:00+00:00,TEMP-01,66.85,"Value 66.85 is outside range [64.40, 65.77]"
2025-08-22 03:27:00+00:00,TEMP-01,66.8,"Value 66.80 is outside range [64.40, 65.77]"
2025-08-22 03:28:00+00:00,TEMP-01,66.93,"Value 66.93 is outside range [64.40, 65.77]"
2025-08-22 03:29:00+00:00,TEMP-01,67.04,"Value 67.04 is outside range [64.40, 65.77]"
2025-08-22 03:30:00+00:00,TEMP-01,67.01,"Value 67.01 is outside range [64.40, 65.77]"
2025-08-22 03:31:00+00:00,TEMP-01,66.98,"Value 66.98 is outside range [64.40, 65.77]"
2025-08-22 03:32:00+00:00,TEMP-01,67.01,"Value 67.01 is outside range [64.40, 65.77]"
2025-08-22 03:33:00+00:00,TEMP-01,67.04,"Value 67.04 is outside range [64.40, 65.77]"
2025-08-22 03:34:00+00:00,TEMP-01,66.89,"Value 66.89 is outside range [64.40, 65.77]"
2025-08-22 03:35:00+00:00,TEMP-01,66.69,"Value 66.69 is outside range [64.40, 65.77]"
2025-08-22 03:36:00+00:00,TEMP-01,67.11,"Value 67.11 is outside range [64.40, 65.77]"
2025-08-22 03:37:00+00:00,TEMP-01,67.08,"Value 67.08 is outside range [64.40, 65.77]"
2025-08-22 03:38:00+00:00,TEMP-01,67.07,"Value 67.07 is outside range [64.40, 65.77]"
2025-08-22 03:39:00+00:00,TEMP-01,67.18,"Value 67.18 is outside range [64.40, 65.77]"
2025-08-22 03:40:00+00:00,TEMP-01,66.86,"Value 66.86 is outside range [64.40, 65.77]"
2025-08-22 03:41:00+00:00,TEMP-01,66.93,"Value 66.93 is outside range [64.40, 65.77]"
2025-08-22 03:42:00+00:00,TEMP-01,66.99,"Value 66.99 is outside range [64.40, 65.77]"
2025-08-22 03:43:00+00:00,TEMP-01,67.08,"Value 67.08 is outside range [64.40, 65.77]"
2025-08-22 03:44:00+00:00,TEMP-01,67.08,"Value 67.08 is outside range [64.40, 65.77]"
2025-08-22 03:45:00+00:00,TEMP-01,67.33,"Value 67.33 is outside range [64.40, 65.77]"
2025-08-22 03:46:00+00:00,TEMP-01,67.16,"Value 67.16 is outside range [64.40, 65.77]"
2025-08-22 03:47:00+00:00,TEMP-01,67.29,"Value 67.29 is outside range [64.40, 65.77]"
2025-08-22 03:48:00+00:00,TEMP-01,67.16,"Value 67.16 is outside range [64.40, 65.77]"
2025-08-22 03:49:00+00:00,TEMP-01,67.27,"Value 67.27 is outside range [64.40, 65.77]"
2025-08-22 03:50:00+00:00,TEMP-01,67.33,"Value 67.33 is outside range [64.40, 65.77]"
2025-08-22 03:51:00+00:00,TEMP-01,67.5,"Value 67.50 is outside range [64.40, 65.77]"
2025-08-22 03:52:00+00:00,TEMP-01,67.67,"Value 67.67 is outside range [64.40, 65.77]"
2025-08-22 03:53:00+00:00,TEMP-01,67.52,"Value 67.52 is outside range [64.40, 65.77]"
2025-08-22 03:54:00+00:00,TEMP-01,67.93,"Value 67.93 is outside range [64.40, 65.77]"
2025-08-22 03:55:00+00:00,TEMP-01,67.48,"Value 67.48 is outside range [64.40, 65.77]"
2025-08-22 03:56:00+00:00,TEMP-01,67.52,"Value 67.52 is outside range [64.40, 65.77]"
2025-08-22 03:57:00+00:00,TEMP-01,67.73,"Value 67.73 is outside range [64.40, 65.77]"
2025-08-22 03:58:00+00:00,TEMP-01,67.5,"Value 67.50 is outside range [64.40, 65.77]"
2025-08-22 03:59:00+00:00,TEMP-01,67.29,"Value 67.29 is outside range [64.40, 65.77]"
2025-08-22 04:00:00+00:00,TEMP-01,67.58,"Value 67.58 is outside range [64.40, 65.77]"
2025-08-22 04:01:00+00:00,TEMP-01,67.3,"Value 67.30 is outside range [64.40, 65.77]"
2025-08-22 04:02:00+00:00,TEMP-01,67.59,"Value 67.59 is outside range [64.40, 65.77]"
2025-08-22 04:03:00+00:00,TEMP-01,67.61,"Value 67.61 is outside range [64.40, 65.77]"
2025-08-22 04:04:00+00:00,TEMP-01,67.89,"Value 67.89 is outside range [64.40, 65.77]"
2025-08-22 04:05:00+00:00,TEMP-01,67.45,"Value 67.45 is outside range [64.40, 65.77]"
2025-08-22 04:06:00+00:00,TEMP-01,67.57,"Value 67.57 is outside range [64.40, 65.77]"
2025-08-22 04:07:00+00:00,TEMP-01,68.02,"Value 68.02 is outside range [64.40, 65.77]"
2025-08-22 04:08:00+00:00,TEMP-01,67.71,"Value 67.71 is outside range [64.40, 65.77]"
2025-08-22 04:09:00+00:00,TEMP-01,67.39,"Value 67.39 is outside range [64.40, 65.77]"
2025-08-22 04:10:00+00:00,TEMP-01,67.62,"Value 67.62 is outside range [64.40, 65.77]"
2025-08-22 04:11:00+00:00,TEMP-01,67.77,"Value 67.77 is outside range [64.40, 65.77]"
2025-08-22 04:12:00+00:00,TEMP-01,67.66,"Value 67.66 is outside range [64.40, 65.77]"
2025-08-22 04:13:00+00:00,TEMP-01,67.83,"Value 67.83 is outside range [64.40, 65.77]"
2025-08-22 04:14:00+00:00,TEMP-01,68.01,"Value 68.01 is outside range [64.40, 65.77]"
2025-08-22 04:15:00+00:00,TEMP-01,67.83,"Value 67.83 is outside range [64.40, 65.77]"
2025-08-22 04:16:00+00:00,TEMP-01,67.66,"Value 67.66 is outside range [64.40, 65.77]"
2025-08-22 04:17:00+00:00,TEMP-01,67.66,"Value 67.66 is outside range [64.40, 65.77]"
2025-08-22 04:18:00+00:00,TEMP-01,68.08,"Value 68.08 is outside range [64.40, 65.77]"
2025-08-22 04:19:00+00:00,TEMP-01,67.8,"Value 67.80 is outside range [64.40, 65.77]"
2025-08-22 04:20:00+00:00,TEMP-01,67.78,"Value 67.78 is outside range [64.40, 65.77]"
2025-08-22 04:21:00+00:00,TEMP-01,68.03,"Value 68.03 is outside range [64.40, 65.77]"
2025-08-22 04:22:00+00:00,TEMP-01,68.59,"Value 68.59 is outside range [64.40, 65.77]"
2025-08-22 04:23:00+00:00,TEMP-01,67.74,"Value 67.74 is outside range [64.40, 65.77]"
2025-08-22 04:24:00+00:00,TEMP-01,68.16,"Value 68.16 is outside range [64.40, 65.77]"
2025-08-22 04:25:00+00:00,TEMP-01,67.72,"Value 67.72 is outside range [64.40, 65.77]"
2025-08-22 04:26:00+00:00,TEMP-01,68.05,"Value 68.05 is outside range [64.40, 65.77]"
2025-08-22 04:27:00+00:00,TEMP-01,67.97,"Value 67.97 is outside range [64.40, 65.77]"
2025-08-22 04:28:00+00:00,TEMP-01,68.37,"Value 68.37 is outside range [64.40, 65.77]"
2025-08-22 04:29:00+00:00,TEMP-01,68.15,"Value 68.15 is outside range [64.40, 65.77]"
2025-08-22 04:30:00+00:00,TEMP-01,68.04,"Value 68.04 is outside range [64.40, 65.77]"
2025-08-22 04:31:00+00:00,TEMP-01,67.73,"Value 67.73 is outside range [64.40, 65.77]"
2025-08-22 04:32:00+00:00,TEMP-01,68.01,"Value 68.01 is outside range [64.40, 65.77]"
2025-08-22 04:33:00+00:00,TEMP-01,68.26,"Value 68.26 is outside range [64.40, 65.77]"
2025-08-22 04:34:00+00:00,TEMP-01,68.24,"Value 68.24 is outside range [64.40, 65.77]"
2025-08-22 04:35:00+00:00,TEMP-01,68.53,"Value 68.53 is outside range [64.40, 65.77]"
2025-08-22 04:36:00+00:00,TEMP-01,67.84,"Value 67.84 is outside range [64.40, 65.77]"
2025-08-22 04:37:00+00:00,TEMP-01,68.27,"Value 68.27 is outside range [64.40, 65.77]"
2025-08-22 04:38:00+00:00,TEMP-01,68.55,"Value 68.55 is outside range [64.40, 65.77]"
2025-08-22 04:39:00+00:00,TEMP-01,68.25,"Value 68.25 is outside range [64.40, 65.77]"
2025-08-22 04:40:00+00:00,TEMP-01,68.37,"Value 68.37 is outside range [64.40, 65.77]"
2025-08-22 04:41:00+00:00,TEMP-01,68.49,"Value 68.49 is outside range [64.40, 65.77]"
2025-08-22 04:42:00+00:00,TEMP-01,68.08,"Value 68.08 is outside range [64.40, 65.77]"
2025-08-22 04:43:00+00:00,TEMP-01,68.31,"Value 68.31 is outside range [64.40, 65.77]"
2025-08-22 04:44:00+00:00,TEMP-01,68.33,"Value 68.33 is outside range [64.40, 65.77]"
2025-08-22 04:45:00+00:00,TEMP-01,68.3,"Value 68.30 is outside range [64.40, 65.77]"
2025-08-22 04:46:00+00:00,TEMP-01,68.12,"Value 68.12 is outside range [64.40, 65.77]"
2025-08-22 04:47:00+00:00,TEMP-01,68.93,"Value 68.93 is outside range [64.40, 65.77]"
2025-08-22 04:48:00+00:00,TEMP-01,68.52,"Value 68.52 is outside range [64.40, 65.77]"
2025-08-22 04:49:00+00:00,TEMP-01,68.56,"Value 68.56 is outside range [64.40, 65.77]"
2025-08-22 04:50:00+00:00,TEMP-01,68.36,"Value 68.36 is outside range [64.40, 65.77]"
2025-08-22 04:51:00+00:00,TEMP-01,68.4,"Value 68.40 is outside range [64.40, 65.77]"
2025-08-22 04:52:00+00:00,TEMP-01,68.64,"Value 68.64 is outside range [64.40, 65.77]"
2025-08-22 04:53:00+00:00,TEMP-01,68.62,"Value 68.62 is outside range [64.40, 65.77]"
2025-08-22 04:54:00+00:00,TEMP-01,68.43,"Value 68.43 is outside range [64.40, 65.77]"
2025-08-22 04:55:00+00:00,TEMP-01,68.55,"Value 68.55 is outside range [64.40, 65.77]"
2025-08-22 04:56:00+00:00,TEMP-01,68.81,"Value 68.81 is outside range [64.40, 65.77]"
2025-08-22 04:57:00+00:00,TEMP-01,68.44,"Value 68.44 is outside range [64.40, 65.77]"
2025-08-22 04:58:00+00:00,TEMP-01,68.64,"Value 68.64 is outside range [64.40, 65.77]"
2025-08-22 04:59:00+00:00,TEMP-01,68.87,"Value 68.87 is outside range [64.40, 65.77]"
2025-08-22 05:00:00+00:00,TEMP-01,68.74,"Value 68.74 is outside range [64.40, 65.77]"
2025-08-22 05:01:00+00:00,TEMP-01,68.96,"Value 68.96 is outside range [64.40, 65.77]"
2025-08-22 05:02:00+00:00,TEMP-01,68.53,"Value 68.53 is outside range [64.40, 65.77]"
2025-08-22 05:03:00+00:00,TEMP-01,69.0,"Value 69.00 is outside range [64.40, 65.77]"
2025-08-22 05:04:00+00:00,TEMP-01,68.81,"Value 68.81 is outside range [64.40, 65.77]"
2025-08-22 05:05:00+00:00,TEMP-01,69.25,"Value 69.25 is outside range [64.40, 65.77]"
2025-08-22 05:06:00+00:00,TEMP-01,68.64,"Value 68.64 is outside range [64.40, 65.77]"
2025-08-22 05:07:00+00:00,TEMP-01,69.51,"Value 69.51 is outside range [64.40, 65.77]"
2025-08-22 05:08:00+00:00,TEMP-01,68.98,"Value 68.98 is outside range [64.40, 65.77]"
2025-08-22 05:09:00+00:00,TEMP-01,68.78,"Value 68.78 is outside range [64.40, 65.77]"
2025-08-22 05:10:00+00:00,TEMP-01,68.8,"Value 68.80 is outside range [64.40, 65.77]"
2025-08-22 05:11:00+00:00,TEMP-01,68.86,"Value 68.86 is outside range [64.40, 65.77]"
2025-08-22 05:12:00+00:00,TEMP-01,69.23,"Value 69.23 is outside range [64.40, 65.77]"
2025-08-22 05:13:00+00:00,TEMP-01,69.43,"Value 69.43 is outside range [64.40, 65.77]"
2025-08-22 05:14:00+00:00,TEMP-01,68.61,"Value 68.61 is outside range [64.40, 65.77]"
2025-08-22 05:15:00+00:00,TEMP-01,69.18,"Value 69.18 is outside range [64.40, 65.77]"
2025-08-22 05:16:00+00:00,TEMP-01,69.01,"Value 69.01 is outside range [64.40, 65.77]"
2025-08-22 05:17:00+00:00,TEMP-01,69.69,"Value 69.69 is outside range [64.40, 65.77]"
2025-08-22 05:18:00+00:00,TEMP-01,68.88,"Value 68.88 is outside range [64.40, 65.77]"
2025-08-22 05:19:00+00:00,TEMP-01,68.84,"Value 68.84 is outside range [64.40, 65.77]"
2025-08-22 05:20:00+00:00,TEMP-01,69.25,"Value 69.25 is outside range [64.40, 65.77]"
2025-08-22 05:21:00+00:00,TEMP-01,69.19,"Value 69.19 is outside range [64.40, 65.77]"
2025-08-22 05:22:00+00:00,TEMP-01,69.12,"Value 69.12 is outside range [64.40, 65.77]"
2025-08-22 05:23:00+00:00,TEMP-01,69.28,"Value 69.28 is outside range [64.40, 65.77]"
2025-08-22 05:24:00+00:00,TEMP-01,69.45,"Value 69.45 is outside range [64.40, 65.77]"
2025-08-22 05:25:00+00:00,TEMP-01,69.31,"Value 69.31 is outside range [64.40, 65.77]"
2025-08-22 05:26:00+00:00,TEMP-01,69.2,"Value 69.20 is outside range [64.40, 65.77]"
2025-08-22 05:27:00+00:00,TEMP-01,69.25,"Value 69.25 is outside range [64.40, 65.77]"
2025-08-22 05:28:00+00:00,TEMP-01,69.07,"Value 69.07 is outside range [64.40, 65.77]"
2025-08-22 05:29:00+00:00,TEMP-01,69.38,"Value 69.38 is outside range [64.40, 65.77]"
2025-08-22 05:30:00+00:00,TEMP-01,69.33,"Value 69.33 is outside range [64.40, 65.77]"
2025-08-22 05:31:00+00:00,TEMP-01,68.86,"Value 68.86 is outside range [64.40, 65.77]"
2025-08-22 05:32:00+00:00,TEMP-01,69.45,"Value 69.45 is outside range [64.40, 65.77]"
2025-08-22 05:33:00+00:00,TEMP-01,69.73,"Value 69.73 is outside range [64.40, 65.77]"
2025-08-22 05:34:00+00:00,TEMP-01,69.43,"Value 69.43 is outside range [64.40, 65.77]"
2025-08-22 05:35:00+00:00,TEMP-01,69.37,"Value 69.37 is outside range [64.40, 65.77]"
2025-08-22 05:36:00+00:00,TEMP-01,69.46,"Value 69.46 is outside range [64.40, 65.77]"
2025-08-22 05:37:00+00:00,TEMP-01,69.59,"Value 69.59 is outside range [64.40, 65.77]"
2025-08-22 05:38:00+00:00,TEMP-01,70.12,"Value 70.12 is outside range [64.40, 65.77]"
2025-08-22 05:39:00+00:00,TEMP-01,69.54,"Value 69.54 is outside range [64.40, 65.77]"
2025-08-22 05:40:00+00:00,TEMP-01,69.81,"Value 69.81 is outside range [64.40, 65.77]"
2025-08-22 05:41:00+00:00,TEMP-01,69.46,"Value 69.46 is outside range [64.40, 65.77]"
2025-08-22 05:42:00+00:00,TEMP-01,69.69,"Value 69.69 is outside range [64.40, 65.77]"
2025-08-22 05:43:00+00:00,TEMP-01,69.66,"Value 69.66 is outside range [64.40, 65.77]"
2025-08-22 05:44:00+00:00,TEMP-01,69.51,"Value 69.51 is outside range [64.40, 65.77]"
2025-08-22 05:45:00+00:00,TEMP-01,69.54,"Value 69.54 is outside range [64.40, 65.77]"
2025-08-22 05:46:00+00:00,TEMP-01,69.85,"Value 69.85 is outside range [64.40, 65.77]"
2025-08-22 05:47:00+00:00,TEMP-01,69.72,"Value 69.72 is outside range [64.40, 65.77]"
2025-08-22 05:48:00+00:00,TEMP-01,69.58,"Value 69.58 is outside range [64.40, 65.77]"
2025-08-22 05:49:00+00:00,TEMP-01,69.58,"Value 69.58 is outside range [64.40, 65.77]"
2025-08-22 05:50:00+00:00,TEMP-01,69.73,"Value 69.73 is outside range [64.40, 65.77]"
2025-08-22 05:51:00+00:00,TEMP-01,69.76,"Value 69.76 is outside range [64.40, 65.77]"
2025-08-22 05:52:00+00:00,TEMP-01,69.72,"Value 69.72 is outside range [64.40, 65.77]"
2025-08-22 05:53:00+00:00,TEMP-01,69.89,"Value 69.89 is outside range [64.40, 65.77]"
2025-08-22 05:54:00+00:00,TEMP-01,69.93,"Value 69.93 is outside range [64.40, 65.77]"
2025-08-22 05:55:00+00:00,TEMP-01,70.05,"Value 70.05 is outside range [64.40, 65.77]"
2025-08-22 05:56:00+00:00,TEMP-01,70.0,"Value 70.00 is outside range [64.40, 65.77]"
2025-08-22 05:57:00+00:00,TEMP-01,69.67,"Value 69.67 is outside range [64.40, 65.77]"
2025-08-22 05:58:00+00:00,TEMP-01,69.79,"Value 69.79 is outside range [64.40, 65.77]"
2025-08-22 05:59:00+00:00,TEMP-01,69.84,"Value 69.84 is outside range [64.40, 65.77]"
2025-08-22 06:00:00+00:00,TEMP-01,95.5,"Value 95.50 is outside range [64.40, 65.77]"
2025-08-22 06:01:00+00:00,TEMP-01,69.82,"Value 69.82 is outside range [64.40, 65.77]"
2025-08-22 06:02:00+00:00,TEMP-01,69.91,"Value 69.91 is outside range [64.40, 65.77]"
2025-08-22 06:03:00+00:00,TEMP-01,70.14,"Value 70.14 is outside range [64.40, 65.77]"
2025-08-22 06:04:00+00:00,TEMP-01,70.1,"Value 70.10 is outside range [64.40, 65.77]"
2025-08-22 06:05:00+00:00,TEMP-01,70.36,"Value 70.36 is outside range [64.40, 65.77]"
2025-08-22 06:06:00+00:00,TEMP-01,70.09,"Value 70.09 is outside range [64.40, 65.77]"
2025-08-22 06:07:00+00:00,TEMP-01,70.19,"Value 70.19 is outside range [64.40, 65.77]"
2025-08-22 06:08:00+00:00,TEMP-01,70.11,"Value 70.11 is outside range [64.40, 65.77]"
2025-08-22 06:09:00+00:00,TEMP-01,70.23,"Value 70.23 is outside range [64.40, 65.77]"
2025-08-22 06:10:00+00:00,TEMP-01,69.76,"Value 69.76 is outside range [64.40, 65.77]"
2025-08-22 06:11:00+00:00,TEMP-01,70.27,"Value 70.27 is outside range [64.40, 65.77]"
2025-08-22 06:12:00+00:00,TEMP-01,70.35,"Value 70.35 is outside range [64.40, 65.77]"
2025-08-22 06:13:00+00:00,TEMP-01,70.54,"Value 70.54 is outside range [64.40, 65.77]"
2025-08-22 06:14:00+00:00,TEMP-01,69.92,"Value 69.92 is outside range [64.40, 65.77]"
2025-08-22 06:15:00+00:00,TEMP-01,70.24,"Value 70.24 is outside range [64.40, 65.77]"
2025-08-22 06:16:00+00:00,TEMP-01,70.33,"Value 70.33 is outside range [64.40, 65.77]"
2025-08-22 06:17:00+00:00,TEMP-01,70.34,"Value 70.34 is outside range [64.40, 65.77]"
2025-08-22 06:18:00+00:00,TEMP-01,70.73,"Value 70.73 is outside range [64.40, 65.77]"
2025-08-22 06:19:00+00:00,TEMP-01,70.36,"Value 70.36 is outside range [64.40, 65.77]"
2025-08-22 06:20:00+00:00,TEMP-01,70.79,"Value 70.79 is outside range [64.40, 65.77]"
2025-08-22 06:21:00+00:00,TEMP-01,70.63,"Value 70.63 is outside range [64.40, 65.77]"
2025-08-22 06:22:00+00:00,TEMP-01,70.72,"Value 70.72 is outside range [64.40, 65.77]"
2025-08-22 06:23:00+00:00,TEMP-01,70.18,"Value 70.18 is outside range [64.40, 65.77]"
2025-08-22 06:24:00+00:00,TEMP-01,70.45,"Value 70.45 is outside range [64.40, 65.77]"
2025-08-22 06:25:00+00:00,TEMP-01,71.04,"Value 71.04 is outside range [64.40, 65.77]"
2025-08-22 06:26:00+00:00,TEMP-01,70.56,"Value 70.56 is outside range [64.40, 65.77]"
2025-08-22 06:27:00+00:00,TEMP-01,70.56,"Value 70.56 is outside range [64.40, 65.77]"
2025-08-22 06:28:00+00:00,TEMP-01,70.3,"Value 70.30 is outside range [64.40, 65.77]"
2025-08-22 06:29:00+00:00,TEMP-01,70.63,"Value 70.63 is outside range [64.40, 65.77]"
2025-08-22 06:30:00+00:00,TEMP-01,70.89,"Value 70.89 is outside range [64.40, 65.77]"
2025-08-22 06:31:00+00:00,TEMP-01,70.74,"Value 70.74 is outside range [64.40, 65.77]"
2025-08-22 06:32:00+00:00,TEMP-01,70.67,"Value 70.67 is outside range [64.40, 65.77]"
2025-08-22 06:33:00+00:00,TEMP-01,70.76,"Value 70.76 is outside range [64.40, 65.77]"
2025-08-22 06:34:00+00:00,TEMP-01,70.44,"Value 70.44 is outside range [64.40, 65.77]"
2025-08-22 06:35:00+00:00,TEMP-01,70.66,"Value 70.66 is outside range [64.40, 65.77]"
2025-08-22 06:36:00+00:00,TEMP-01,70.79,"Value 70.79 is outside range [64.40, 65.77]"
